ID,SubjectID,UniqueID,SP,TwinID,MilkDataProcessed_SubjectID,Sex,Race,Year,HowOftenDrinkMilk,DrinkMilk,TestDate,TestingDay,TestingAge,Status_SelfReported,Status_Genotyped,MZDZ,Same_sex,Co_TwinID,HigherFatMilk_temp,LowerFatMilk_temp,TotalCorrect,Correct_FatFirst,Correct_FatSecond,Pyrophosphate_Sweet,Pyrophosphate_Salty,Pyrophosphate_Sour,Pyrophosphate_Bitter,Pyrophosphate_Burn,Pyrophosphate_Like,Pyrophosphate_Intense,Sucralose_Sweet,Sucralose_Salty,Sucralose_Sour,Sucralose_Bitter,Sucralose_Burn,Sucralose_Like,Sucralose_Intense,Chip_1_Fatty,Chip_1_Salty,Chip_1_Crispy,Chip_1_Like,Chip_2_Fatty,Chip_2_Salty,Chip_2_Crispy,Chip_2_Like,Chip_3_Fatty,Chip_3_Salty,Chip_3_Crispy,Chip_3_Like,Chip_4_Fatty,Chip_4_Salty,Chip_4_Crispy,Chip_4_Like,Odor_1_Smell,Odor_1_Like,Odor_1_Intense,Odor_2_Smell,Odor_2_Like,Odor_2_Intense,Menthol_Sweet,Menthol_Salty,Menthol_Sour,Menthol_Bitter,Menthol_Burn,Menthol_Cool,Menthol_Liking,Menthol_Intense,Capsaicin_Sweet,Capsaicin_Salty,Capsaicin_Sour,Capsaicin_Bitter,Capsaicin_Burn,Capsaicin_Cool,Capsaicin_Liking,Capsaicin_Intense,2.5%CornOilNoFA_Fatty,2.5%CornOilNoFA_Salty,2.5%CornOilNoFA_Crispy,2.5%CornOilNoFA_Liking,15%CornOilNoFA_Fatty,15%CornOilNoFA_Salty,15%CornOilNoFA_Crispy,15%CornOilNoFA_Liking,5%CornOilNoFA_Fatty,5%CornOilNoFA_Salty,5%CornOilNoFA_Crispy,5%CornOilNoFA_Liking,10%CornOilNoFA_Fatty,10%CornOilNoFA_Salty,10%CornOilNoFA_Crispy,10%CornOilNoFA_Liking,5%CornOil_02%Palmitic_Fatty,5%CornOil_02%Palmitic_Salty,5%CornOil_02%Palmitic_Crispy,5%CornOil_02%Palmitic_Liking,2.5%CornOil_02%Palmitic_Fatty,2.5%CornOil_02%Palmitic_Salty,2.5%CornOil_02%Palmitic_Crispy,2.5%CornOil_02%Palmitic_Liking,Water_Cool1,Sucrose_Cool2,NaCl_Cool3,PTC_Cool9,PTC_Bitter9,PTC_Intense9,PTC_Like9,Stevia_Like17,Sucrose_Like2,Sucrose_Sweet2
74,TWA074,TW-74,1,2,,M,1,,,,8/8/2009,Saturday,56,MZ,,MZ,Same,TWA073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,4.8,1.8,,3.7,4
75,TWA075,TW-75,1,1,,F,1,,,,8/8/2009,Saturday,49,DZ,,DZ,Opposite,TWA076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,6.5,0,,7.4,5.5
76,TWA076,TW-76,1,2,,M,1,,,,8/8/2009,Saturday,49,DZ,,DZ,Opposite,TWA075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.7,4.5,,4,4.8
77,TWA077,TW-77,1,1,,F,3,,,,8/8/2009,Saturday,39,MZ,,MZ,Same,TWA078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.6,0.3,,3.7,0.6
78,TWA078,TW-78,1,2,,F,3,,,,8/8/2009,Saturday,39,MZ,,MZ,Same,TWA077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7.4,0,,7.4,7.4
79,TWA079,TW-79,1,1,,F,1,,,,8/8/2009,Saturday,62,MZ,,MZ,Same,TWA080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.7,,5,7
80,TWA080,TW-80,1,2,,F,1,,,,8/8/2009,Saturday,62,MZ,,MZ,Same,TWA079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.3,3.7,,7.4,6.8
81,TWA081,TW-81,2,1,,M,4,,,,8/8/2009,Saturday,30,DZ,,DZ,Same,TWA082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5,,,7.4,7.4
82,TWA082,TW-82,1,2,,M,4,,,,8/8/2009,Saturday,30,DZ,,DZ,Same,TWA081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,3,3.3,,4.4,5.3
83,TWA083,TW-83,1,1,,F,4,,,,8/8/2009,Saturday,45,MZ,,MZ,Same,TWA084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,4.8,0.4,,4.9,5.3
84,TWA084,TW-84,1,2,,F,4,,,,8/8/2009,Saturday,45,MZ,,MZ,Same,TWA083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,6.8,0.2,,4.3,6.4
85,TWA085,TW-85,1,1,,F,1,,,,8/8/2009,Saturday,55,MZ,,MZ,Same,TWA086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,5,0.6,,2.7,5.5
86,TWA086,TW-86,1,2,,F,1,,,,8/8/2009,Saturday,55,MZ,,MZ,Same,TWA085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.2,,3.7,0.9
87,TWA087,TW-87,1,1,,F,4,,,,8/8/2009,Saturday,53,MZ,,MZ,Same,TWA088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,4.2,4.2,,6,0.3
88,TWA088,TW-88,1,2,,F,4,,,,8/8/2009,Saturday,53,MZ,,MZ,Same,TWA087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,7.4,1.1,,7.4,7.2
89,TWA089,TW-89,1,1,,F,1,,,,8/8/2009,Saturday,26,MZ,,MZ,Same,TWA090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,5.6,0.3,,4.7,7
90,TWA090,TW-90,1,2,,F,1,,,,8/8/2009,Saturday,26,MZ,,MZ,Same,TWA089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,6.4,0,,5.7,6.1
91,TWA091,TW-91,1,1,,M,1,,,,8/8/2009,Saturday,50,MZ,,MZ,Same,TWA092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,4,0.7,,4.7,5.9
92,TWA092,TW-92,1,2,,M,1,,,,8/8/2009,Saturday,50,MZ,,MZ,Same,TWA091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,6,0.2,,3.7,3.9
93,TWA093,TW-93,1,1,,F,1,,,,8/8/2009,Saturday,43,MZ,,MZ,Same,TWA094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,3.9,3.7,,3.7,5.1
94,TWA094,TW-94,1,2,,F,1,,,,8/8/2009,Saturday,43,MZ,,MZ,Same,TWA093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,3.7,,5,3.2
95,TWA095,TW-95,1,1,,M,1,,,,8/8/2009,Saturday,24,MZ,,MZ,Same,TWA096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,5,0.8,,4.8,3.7
96,TWA096,TW-96,1,2,,M,1,,,,8/8/2009,Saturday,24,MZ,,MZ,Same,TWA095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,6.2,1.1,,5,3.7
97,TWA097,TW-97,1,1,,F,1,,,,8/8/2009,Saturday,47,MZ,,MZ,Same,TWA098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,4.4,1.8,,3.7,3.8
98,TWA098,TW-98,1,2,,F,1,,,,8/8/2009,Saturday,47,MZ,,MZ,Same,TWA097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.2,3.7,,3.7,2.1
99,TWA099,TW-99,1,1,,F,1,,,,8/8/2009,Saturday,25,MZ,,MZ,Same,TWA100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,6.5,0.3,,5.5,5.2
100,TWA100,TW-100,1,2,,F,1,,,,8/8/2009,Saturday,25,MZ,,MZ,Same,TWA099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,,3.7,1
101,TWA101,TW-101,1,1,,F,4,,,,8/8/2009,Saturday,52,MZ,,MZ,Same,TWA102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,1,1.4,,3.8,3.4
102,TWA102,TW-102,1,2,,F,4,,,,8/8/2009,Saturday,52,MZ,,MZ,Same,TWA101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7.4,0,,3.8,0
103,TWA103,TW-103,1,1,,F,1,,,,8/8/2009,Saturday,23,MZ,,MZ,Same,TWA104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,4.4,0,,5,6.7
104,TWA104,TW-104,1,2,,F,1,,,,8/8/2009,Saturday,23,MZ,,MZ,Same,TWA103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,7.4,0,,5.4,5
105,TWA105,TW-105,1,1,,F,1,,,,8/8/2009,Saturday,27,MZ,,MZ,Same,TWA106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5.4,0.7,,2.3,0
106,TWA106,TW-106,1,2,,F,1,,,,8/8/2009,Saturday,27,MZ,,MZ,Same,TWA105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,3.8,0.5,,3.8,1.2
107,TWA107,TW-107,1,1,,F,1,,,,8/8/2009,Saturday,63,MZ,,MZ,Same,TWA108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.3,0.3,,7.3,7.4
108,TWA108,TW-108,1,2,,F,1,,,,8/8/2009,Saturday,63,MZ,,MZ,Same,TWA107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,7.2,0.4,,5.9,5
109,TWA109,TW-109,1,1,,F,1,,,,8/8/2009,Saturday,48,MZ,,MZ,Same,TWA110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,6.5,0.1,,6.4,2.9
110,TWA110,TW-110,1,2,,F,1,,,,8/8/2009,Saturday,48,MZ,,MZ,Same,TWA109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,3.5,5.3,,5.8,0
111,TWA111,TW-111,1,1,,F,1,,,,8/8/2009,Saturday,23,MZ,,MZ,Same,TWA112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,6.8,0.3,,4.4,5.8
112,TWA112,TW-112,1,2,,F,1,,,,8/8/2009,Saturday,23,MZ,,MZ,Same,TWA111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7.3,0.1,,6.2,4.7
113,TWA113,TW-113,1,1,,F,1,,,,8/8/2009,Saturday,51,MZ,,MZ,Same,TWA114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,0.1,,3.5,3.4
114,TWA114,TW-114,1,2,,F,1,,,,8/8/2009,Saturday,51,MZ,,MZ,Same,TWA113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,6,0.3,,1.5,2.6
115,TWA115,TW-115,1,1,,F,1,,,,8/8/2009,Saturday,24,MZ,,MZ,Same,TWA116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,3.6,2.4,,5.2,5.7
116,TWA116,TW-116,1,2,,F,1,,,,8/8/2009,Saturday,24,MZ,,MZ,Same,TWA115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,4.5,0.1,,5.6,5.7
117,TWA117,TW-117,1,1,,F,1,,,,8/8/2009,Saturday,21,MZ,,MZ,Same,TWA118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,4.8,0.2,,6.2,7.4
118,TWA118,TW-118,1,2,,F,1,,,,8/8/2009,Saturday,21,MZ,,MZ,Same,TWA117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,5,0,,5,2.2
119,TWA119,TW-119,1,1,,F,1,,,,8/8/2009,Saturday,64,MZ,,MZ,Same,TWA120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7.2,0.5,,3.8,5.9
120,TWA120,TW-120,1,2,,F,1,,,,8/8/2009,Saturday,64,MZ,,MZ,Same,TWA119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7.4,0.2,,3.5,1.8
121,TWA121,TW-121,1,1,,M,1,,,,8/8/2009,Saturday,41,DZ,,DZ,Opposite,TWA122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,4.5,4.5,,7.3,5.2
122,TWA122,TW-122,2,2,,F,1,,,,8/8/2009,Saturday,41,DZ,,DZ,Opposite,TWA121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.3,,0.4,0.2
123,TWA123,TW-123,3,1,,F,1,,,,8/8/2009,Saturday,24,MZ,,MZ,Same,TWA124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,2
124,TWA124,TW-124,1,2,,F,1,,,,8/8/2009,Saturday,24,MZ,,MZ,Same,TWA123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,4,0,,5.7,5
125,TWA125,TW-125,3,1,,F,1,,,,8/8/2009,Saturday,49,MZ,,MZ,Same,TWA126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,3.8,0,,0,7.4
126,TWA126,TW-126,3,2,,F,1,,,,8/8/2009,Saturday,49,MZ,,MZ,Same,TWA125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,3.8,1,,3.7,6.8
127,TWA127,TW-127,1,1,,F,1,,,,8/8/2009,Saturday,48,MZ,,MZ,Same,TWA128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,4,0.3,,4.1,3.8
128,TWA128,TW-128,1,2,,F,1,,,,8/8/2009,Saturday,48,MZ,,MZ,Same,TWA127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,4.5,1.8,,3.8,2.3
129,TWA129,TW-129,1,1,,F,3,,,,8/8/2009,Saturday,46,MZ,,MZ,Same,TWA130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7.4,0,,3.7,0
130,TWA130,TW-130,1,2,,F,3,,,,8/8/2009,Saturday,46,MZ,,MZ,Same,TWA129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,6.5,0.1,,0,4
131,TWA131,TW-131,1,1,,F,4,,,,8/8/2009,Saturday,47,MZ,,MZ,Same,TWA132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,6.5,0.1,,4.5,4.7
132,TWA132,TW-132,1,2,,F,4,,,,8/8/2009,Saturday,47,MZ,,MZ,Same,TWA131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,7.3,0.1,,7.4,5.8
133,TWA133,TW-133,1,1,,F,1,,,,8/8/2009,Saturday,67,MZ,,MZ,Same,TWA134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,6.1,2.3,,6.2,7.4
134,TWA134,TW-134,1,2,,F,1,,,,8/8/2009,Saturday,67,MZ,,MZ,Same,TWA133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7.4,0,,3.7,1.7
135,TWA135,TW-135,1,1,,F,1,,,,8/8/2009,Saturday,55,MZ,,MZ,Same,TWA136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.9,0.9,,2.2,3.5
136,TWA136,TW-136,1,2,,F,1,,,,8/8/2009,Saturday,55,MZ,,MZ,Same,TWA135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,3.9,3.7,,0,0
137,TWA137,TW-137,1,1,,F,4,,,,8/8/2009,Saturday,36,MZ,,MZ,Same,TWA138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.5,0.6,,6.9,6.3
138,TWA138,TW-138,1,2,,F,4,,,,8/8/2009,Saturday,36,MZ,,MZ,Same,TWA137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4.6,1,,4.8,5.4
139,TWA139,TW-139,1,1,,F,4,,,,8/8/2009,Saturday,21,MZ,,MZ,Same,TWA140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2,0,,4.5,1
140,TWA140,TW-140,1,2,,F,4,,,,8/8/2009,Saturday,21,MZ,,MZ,Same,TWA139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,6.2,0.8,,3.8,5
141,TWA141,TW-141,1,1,,F,1,,,,8/8/2009,Saturday,46,DZ,DZ,DZ,Same,TWA142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,3.4,0.2,,3.8,1.4
142,TWA142,TW-142,1,2,,F,1,,,,8/8/2009,Saturday,46,DZ,DZ,DZ,Same,TWA141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7.4,0,,3.8,3.8
143,TWA143,TW-143,1,1,,F,4,,,,8/8/2009,Saturday,25,MZ,,MZ,Same,TWA144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4.5,3,,5,4.6
144,TWA144,TW-144,1,2,,F,4,,,,8/8/2009,Saturday,25,MZ,,MZ,Same,TWA143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4.8,0,,4.8,5.4
145,TWA145,TW-145,1,1,,M,1,,,,8/8/2009,Saturday,43,MZ,,MZ,Same,TWA146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,5.7,0,,5.8,6
146,TWA146,TW-146,1,2,,M,1,,,,8/8/2009,Saturday,43,MZ,,MZ,Same,TWA145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5,0,,3,4
147,TWA147,TW-147,1,1,,F,1,,,,8/8/2009,Saturday,55,MZ,,MZ,Same,TWA148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.5,3.8,,5.7,1
148,TWA148,TW-148,1,2,,F,1,,,,8/8/2009,Saturday,55,MZ,,MZ,Same,TWA147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,3.2,0.3,,4.3,4.4
149,TWA149,TW-149,1,1,,F,1,,,,8/8/2009,Saturday,58,MZ,,MZ,Same,TWA150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,,5,1
150,TWA150,TW-150,1,2,,F,1,,,,8/8/2009,Saturday,58,MZ,,MZ,Same,TWA149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,6.5,0.1,,3.8,2.2
151,TWA151,TW-151,1,1,,F,1,,,,8/8/2009,Saturday,73,MZ,,MZ,Same,TWA152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,7.2,0.2,,3.7,0
152,TWA152,TW-152,1,2,,F,1,,,,8/8/2009,Saturday,73,MZ,,MZ,Same,TWA151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3.6,3.8,,3.7,1.1
153,TWA153,TW-153,1,1,,F,1,,,,8/8/2009,Saturday,52,MZ,,MZ,Same,TWA154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.4,2.3,,3.8,1.6
